"comments","likes","shares","text"
"167","25236","165","Continuing their #U19WorldCup march 🇵🇰

Pakistan coach Mohammad Yousuf, captain Saad Baig and pace spearhead Ubaid Shah reflect on tournament lessons ahead of their semi-final meeting with Australia 🏏"
"71","3835","23","Continuing their #U19WorldCup march 🇵🇰

Pakistan coach Mohammad Yousuf, captain Saad Baig and pace spearhead Ubaid Shah reflect on tournament lessons ahead of their semi-final meeting with Australia 🏏"
"141","8775","67","👑 New #1 ranked Test bowler
🇦🇺 Steve Smith leapfrogs Joe Root for second spot
🏏 Ben Stokes and Axar Patel climb one place each

Latest changes in the ICC Men's Player Rankings ➡️ https://bit.ly/3uAGh29"
"93","1945","11","Pakistan pacer Ubaid Shah is proud of his team's incredible bowling performance so far at #U19WorldCup 2024 🔥

More ➡️ https://bit.ly/3OCI79I"
"18","882","11","Two strong teams with fiery bowling attacks 🔥

Australia coach Anthony Clark insists his side are ready for Pakistan in their #U19WorldCup semi-final showdown 🏏"
"33","2046","14","Two strong teams with fiery bowling attacks 🔥

Australia coach Anthony Clark insists his side are ready for Pakistan in their #U19WorldCup semi-final showdown 🏏"
"9","759","8","Australian captain Hugh Weibgen has stepped up for the team in green and gold 👊

Highlights of the skipper in #U19WorldCup action 🎥"
"10","605","7","Australian captain Hugh Weibgen has stepped up for the team in green and gold 👊

Highlights of the skipper in #U19WorldCup action 🎥"
"354","3547","44","Two unbeaten teams battle it out for a spot in the #U19WorldCup Final 🏆

Who's winning today in Benoni?"
"363","19983","241","No shortage of motivation for Pakistan ahead of the #U19WorldCup semi-final 🇵🇰

#Cricket #CricketReels"
"2","249","2","New Zealand move to the top 🔥

Latest changes on the #WTC25 standings following the first #NZvSA Test ⬇️"
"8","608","3","🚨 New Zealand's star batter is set to miss the second South Africa Test and T20I series against Australia.

Details ⬇️"
"14","610","5","Australia gear up for their crucial #U19WorldCup semi-final clash against Pakistan 👊

#Cricket #CricketReels"
"122","1824","18","New Zealand go to the top of the #WTC25 standings after victory in the first #NZvSA Test 📈

✍: https://bit.ly/3SOyLdr"
"63","1906","4","Rishabh Pant is ready to make a comeback ahead of the 2024 #T20WorldCup 👀 

👉 https://bit.ly/4bqzVmH"
"13","475","4","Marizanne Kapp set the tone for South Africa's maiden victory over Australia in Women's ODIs  👏"
"176","2031","11","Pakistan’s top wicket-taker at the #U19WorldCup 2024 is all geared up for their crucial semi-final clash against Australia 💪"
"1556","49205","335","The No.1 bowler in ICC Men’s Test Player Rankings 😎

Details ➡️ https://www.icc-cricket.com/news/historic-day-for-india-as-star-quick-reaches-rankings-pinnacle"
"135","2258","14","Joint-most wickets in the ICC Men's #U19WorldCup history 🔥

Kwena Maphaka has been one of the shining stars for the 2024 edition 🌟

More ➡️ https://www.icc-cricket.com/news/record-books-re-written-as-maphaka-concludes-under-19-world-cup-campaign"
"42","476","4","""There a different satisfaction in winning such a closely contested game.”

Uday Saharan and Sachin Dhas on their stunning partnership that helped India make it to the #U19WorldCup 2024 Final 👇"
"745","55930","698","The King of Yorkers Jasprit Bumrah is now the No.1 Men’s Test bowler in the world 🤩

#Cricket #CricketReels"
"53","1005","7","A major update on Rishabh Pant's return to competitive cricket ahead of #T20WorldCup 👀

"
"146","1368","11","India pacer tops the bowling charts in ICC Men’s Test Player Rankings for the first time 🤩"
"172","1444","3","Zimbabwe will host India for the first time in a home T20I series since 2016 📅

More 👇"
"276","99409","853","The thrilling #U19WorldCup semi-final finish between India and South Africa from the box 🎙️

#ICC #Cricket #CricketReels"
"24","606","4","A new team top of the #WTC25 standings 🔝

More as New Zealand claim the first #NZvSA Test 📝"
"107","2400","23","New Zealand brush aside South Africa to claim the first #NZvSA Test and move to top spot on the #WTC25 standings 🙌

Scorecard 📝 https://bit.ly/3OuE3sa"
"438","53819","380","Uday Saharan and Sachin Dhas re-live their heart-stopping #U19WorldCup semi-final win over South Africa 🗣️"
"34","4033","34","Uday Saharan and Sachin Dhas re-live their heart-stopping #U19WorldCup semi-final win over South Africa 🗣️"
"34","1784","15","📝 Equal-most wickets in tournament history
💥 Most five-wicket hauls at a single U19 event

Kwena Maphaka has made a mark in #U19WorldCup history 📚"
"10","1026","7","📝 Equal-most wickets in tournament history
💥 Most five-wicket hauls at a single U19 event

Kwena Maphaka has made a mark in #U19WorldCup history 📚"
"127","8578","72","From nerves to jubilation as India progress to the #U19WorldCup Final 🙌

#ICC #Cricket #CricketReels"
"33","931","2","Together on a quest for the #U19WorldCup trophy 🏆

Shahzaib Khan has led Pakistan with the bat, but insists it is the team's unity that has inspired their unbeaten run 👇"
"14","1088","3","Australian superstar Beth Mooney has solidified her credentials with another ICC Women's Rankings jump 👊

More 👉 https://bit.ly/3ulOlE3"
"3","302","3","""If anyone ever tells me to slow down, I am not listening to them."" 🇦🇺

Australia quick Callum Vidler is keen to emulate the likes of Mitchell Johnson and Ryan Harris and unleash his pace on Pakistan in the semi-final at the #U19WorldCup 🔥"
"228","94176","507","Hindi Highlights 📹

India and South Africa play out a thriller in their #U19WorldCup meeting 👀"
"25","457","7","On the road to another #U19WorldCup Final 🛣

More from India's thrilling semi-final win over South Africa 👇"
"32","1412","21","How India sealed their place in the #U19WorldCup final 🏏

#ICC #Cricket #CricketReels"
"575","86096","1074","2016, 2018, 2020, 2022, 2024

India reach their fifth successive Men’s #U19WorldCup Final 🤩

Match Highlights 📽"
"178","10165","109","A mature knock of 81 from India captain Uday Saharan was instrumental in their victory in the semi-final ⭐

Watch his aramco POTM Highlights 📽️

#U19WorldCup"
"578","93239","401","India skipper Uday Saharan talks about the strategy he followed while chasing and credits his father as his inspirtation 🙌

#U19WorldCup"
"28","601","7","Uday Saharan and Sachin Dhas starred in a gripping semi-final win for India 👌

Details 👇

#U19WorldCup #INDvSA

"
"156","3314","40","A crucial 96 after walking in to bat at 32/4 🙌

Sachin Dhas' knock was instrumental in India's victory in the semi-final 👏

#U19WorldCup"
"361","5550","54","Uday Saharan's 81 led his side to the #U19WorldCup 2024 Final 👊

He's the aramco #POTM 🎉

#INDvSA"
"208","14426","342","In a tense finish, India come out on top with a two-wicket victory over South Africa 👏

#U19WorldCup"
"1203","107195","2597","India clinch a thriller to make it to their ninth ICC Men’s #U19WorldCup final 👏

#Cricket #CricketReels"
"124","20302","121","Raj Limbani hits the first ball he faces for a six over mid-wicket 🙌

#U19WorldCup"
"1725","36946","1238","India make it to their fifth consecutive Men’s #U19WorldCup Final 🎉"
"213","45665","241","Raj Limbani arrives and hits a six first ball! 🔥

#U19WorldCup #Cricket #CricketReels"
"26","2115","10","It’s going down to the wire in Benoni 😮‍💨

#U19WorldCup #Cricket #CricketReels"
"45","1060","5","Ireland named a strong group of players for their series in UAE against Afghanistan in late February 👊"
"93","10231","26","Sachin Dhas’ fighting knock comes to an end as he falls four runs short of a hundred 😯

#U19WorldCup"
"78","14204","33","Sachin Dhas falls four runs short of his hundred 😬

#U19WorldCup #Cricket #CricketReels"
"53","8279","108","The same Protea fire as Dale Steyn in Tristan Luus 🔥

#U19WorldCup #Cricket #CricketReels"
"30","535","7","Who is your ICC Women’s Player of the Month for January 2024?

Vote now and have your say 🗳️ https://bit.ly/496tYty"
"64","5472","29","What a start 🔥

Visit Crictos.com and grab your chance to own iconic #U19WorldCup moments like this 😍 delivery from Kwena Maphaka!

#FanCraze | FanCraze"
"81","8104","62","Textbook shots from Sachin Dhas 👏

#U19WorldCup #Cricket #CricketReels"
"107","11125","71","Three fours in four balls for Sachin Dhas as he looks to get India out of trouble. 

#U19WorldCup"
"68","4510","31","Whiz kid vs Maestro Ft. Tristan Luus and Dale Steyn 🔥

#U19WorldCup | #SAvIND: https://bit.ly/48Z0f5I"
"22","908","6","The ‘unofficial’ 12th men setting the vibe 🎺 🥁

#U19WorldCup #Cricket #CricketReels"
"150","11788","43","It’s a fiery contest happening in Benoni 🥵

#U19WorldCup #Cricket #CricketReels"
"154","8772","20","A smart catch at second slip by Juan James has brought about the dangerous Musheer Khan’s downfall 💥

#U19WorldCup"
"261","2505","18","Have you voted for the ICC Men’s Player of the Month for January 2024 yet?

Details ➡️ https://bit.ly/3SOPZrh"
"131","9597","53","Kwena Maphaka provides South Africa with the perfect start, dismissing Adarsh Singh on the first ball of India’s innings 🔥

#U19WorldCup"
"156","12931","79","Kwena Maphaka strikes on ball one! 👊

#U19WorldCup #Cricket #CricketReels"
"38","4798","15","12-ball 23* from Tristan Luus helped South Africa reach a competitive total of 244/7 🏏

#U19WorldCup"
"105","747","4","India need 245 for their fifth straight #U19WorldCup final appearance 👊

#INDvSA

"
"36","3533","13","Tristan Luus provides Proteas with the 💥 finish!

#U19WorldCup #Cricket #CricketReels"
"25","2130","5","Richard Seletswane steps outside off and sweeps it for SIX 🔁

#U19WorldCup #Cricket #CricketReels"
"52","4728","21","Two powerful maximums from Richard Seletswane as he looks to up the ante 💥

#U19WorldCup"
"292","1306","7","Zimbabwe will host India in a bilateral T20I series for the first time since 2016.

Details 👇"
"69","58932","166","Another fantastic Murugan Abhishek catch in the tournament as he showcases quick reflexes to pouch one at short mid-wicket and sends back Pretorius 🔥

#U19WorldCup"
"104","34905","111","Musheer Khan pulls the momentum back towards 🇮🇳

#U19WorldCup #Cricket #CricketReels"
"98","25935","21","In the firing line 😶

#U19WorldCup #Cricket #CricketReels"
"25","3378","10","A hit out of the park ⏩ Edged and taken! Raj Limbani strikes back 🔥

#U19WorldCup #Cricket #CricketReels"
"44","5089","12","Steve Stolk hits a magnificent six off Raj Limbani but the bowler has the last laugh as he gets Stolk to edge one behind 👀

#U19WorldCup"
"204","19895","77","What it means for the two teams 🇿🇦 🇮🇳

#U19WorldCup #Cricket #CricketReels"
"13","305","5","Australia’s in-form batter is closing in on the top spot in the ICC Women's ODI Player Rankings 👀

Details 👇"
"132","1399","13","Once again standing up for New Zealand 👏

Kane Williamson has achieved another career first during the #NZvSA Test match in Mount Maunganui 👇

#WTC25"
"37","411","7","“My aspect of coaching is I enjoy seeing young men growing the game.""

Former South Africa international Paul Adams is doing his best to help the Proteas to success at a home #U19WorldCup 🇿🇦"
"97","1082","7","India's head coach believes his side still have room for improvement 🗣

More 👉 https://bit.ly/3utIXi0

#INDvENG | #WTC25"
"18","844","10","Fine-tuning for #U19WorldCup semi-final ⚙️

#Cricket #CricketReels"
"45","600","10","🇮🇳 🇿🇦 🇦🇺 🇵🇰

All you need to know ahead of the highly anticipated #U19WorldCup semi-finals ⬇"
"38","1602","15","A sneak peek into India's prep ahead of the #U19WorldCup semi-final 👀"
"40","1018","16","Despite labelling themselves as ""underdogs,"" the Proteas are relishing the occasion of an #U19WorldCup semi-final on home soil 🇿🇦"
"411","7842","27","Undefeated and undeterred 😤

Team India are looking forward to the challenge of facing South Africa in their #U19WorldCup semi-final showdown 👊"
"23","448","8","India have surged up the #WTC25 table with victory in the second #INDvENG Test 👀

More ⬇ "
"61","1035","8","""Having the whole country come to back you would be truly insane."" 🇿🇦

Kwena Maphaka, the young quick drawing parallels to Kagiso Rabada, says he is fuelled by the support of South Africa's passionate fans who have rallied behind his team at the #U19WorldCup 👊 "
"287","2218","27","🇮🇳 🆚 🇿🇦 Who comes out on top?

Two #U19WorldCup heavyweights clash for a place in the final 🏆"
"18","443","5","Building in their #T20WorldCup preparation 👀

Australia name their T20I squad to travel to New Zealand 👇

#NZvAUS"
"34","305","5","A new West Indies star goes up against Josh Hazlewood and Ollie Pope for January's ICC Men's Player of the Month 🏅

Vote now 👇"
"32","387","6","🗣 ""I won't be satisfied until we win the World Cup.""

#U19WorldCup leading run-scorer Musheer Khan is chasing title glory over personal achievements 🏆"
"13","234","2","Two Australians are challenged by an Ireland young gun for January ICC Women's Player of the Month honours 👀

Vote now 👇"
"67","522","4","Kwena Maphaka has a message for the Indian batters ahead of the 2024 #U19WorldCup semi-final clash 👀"
"72","41259","159","👀 on India practicing some slip catching 📽️

#U19WorldCup #cricket #cricketreels"
"441","9660","58","India jump to No.2 in the #WTC25 standings after the Vizag Test win 💪

Details ➡️ https://bit.ly/48aEqid"
"29","629","7","""That's a top quality shot"" 🎙

Watch some of the IndusInd Bank Fantastic Fours from an action-packed week of the #U19WorldCup 2024 📽"
"55","1565","17","Book your tickets for the ICC Men’s #T20WorldCup 2024 🎟️

It is going to be OUT OF THIS WORLD 🎉

Details ➡️ https://bit.ly/3ulZJ2F"
"25","1880","20","Watch some extraordinary catches from the week in the @emirates Fly Better Moments 📽

#cricket #cricketreels #U19WorldCup"
"49","4005","35","""An absolute screamer!"" 🎙

Watch some extraordinary catches from the week in the Emirates Fly Better Moments 📽

#U19WorldCup"
