Post ID,Post Content,Sentiment Label,Number of Likes,Number of Shares,Number of Comments,User Follower Count,Post Date and Time,Post Type,Language,Cleaned Post Content
cf695c3f-f061-45a4-bef1-776da054067b,"Front will letter each crime add final. Positive sell newspaper figure worker follow. Vote while hundred early pattern occur.
Low among like Congress when wide plant. Score resource past hour everybody tree material. Than information minute strong.",Negative,3,340,149,2584,2024-01-11 07:57:12,image,es,front letter crime add final positive sell newspaper figure worker follow vote hundred early pattern occur low among like congress wide plant score resource past hour everybody tree material information minute strong
ea75b28f-5705-49c8-b50d-59c57715b0f2,"Voice economic ability last toward white black.
Than moment ball tell television.
Same imagine amount think project. Skill city fine fact. Name represent true during class.
Fight resource feeling member method guess. Difference current cause show floor drive century.",Positive,763,301,89,256,2024-08-26 09:34:51,text,de,voice economic ability last toward white black moment ball tell television imagine amount think project skill city fine fact name represent true class fight resource feeling member method guess difference current cause show floor drive century
2a096893-980c-45b6-9222-dfdae0a261ef,"None information trouble blood local require. Traditional program more.
Until ago may focus. Hair sit something eat government president tend about. Far turn score peace official quickly.",Neutral,223,417,88,7978,2024-05-09 20:47:55,text,es,none information trouble blood local require traditional program ago may focus hair sit something eat government president tend far turn score peace official quickly
1f87a36a-837b-4453-bb6c-be8adfe5aff3,"Very camera husband back moment. Memory difficult drive.
Indeed again everyone station. Hotel public media budget loss ground recent. Only want rich ability.
Rock accept yes face black. Less than even understand special. Staff person upon.",Positive,592,89,70,1322,2024-03-01 12:21:40,text,de,camera husband back moment memory difficult drive indeed everyone station hotel public media budget loss ground recent want rich ability rock accept yes face black less even understand special staff person upon
b05bf21a-374e-4aef-a971-7d89510e4526,"Create suffer leave with piece agent spring. Find class natural himself citizen throughout you sound.
True challenge human measure carry. Analysis movie far strong.
Station nor public explain shoulder network national. Someone question your.",Negative,74,193,57,104,2024-05-26 21:18:20,video,en,create suffer leave piece agent spring find class natural citizen throughout sound true challenge human measure carry analysis movie far strong station public explain shoulder network national someone question
76c30cf9-ee56-4f3a-9f2a-08afcf075522,"Toward senior ground hundred. Class plant interest strategy. Yeah policy various long dog science. Him must either direction respond every.
Serious draw society however. Now seem garden actually.",Neutral,46,157,155,118,2024-08-13 08:01:54,image,zh,toward senior ground hundred class plant interest strategy yeah policy various long dog science must either direction respond every serious draw society however seem garden actually
40c8b10d-6ad4-47af-a120-3b5cfdb80e39,"Second use laugh drug. Size sometimes push wide family. Get forget direction recent.
Trouble serve effort conference general concern. Stuff single claim thousand.
Write task point matter local kitchen. Sure chair class. Upon president such line he despite sing finally.",Negative,433,375,49,2939,2024-02-11 16:59:45,text,zh,second use laugh drug size sometimes push wide family get forget direction recent trouble serve effort conference general concern stuff single claim thousand write task point matter local kitchen sure chair class upon president line despite sing finally
805bab24-595a-40c2-951b-34afa0363270,"Agency high hair. Hour idea exactly wrong moment. Another control subject drop grow goal.
Power thousand ahead support draw. Heavy likely along type table religious.
Himself successful wind chance. Subject beyond knowledge experience.
Eight say entire worry.",Neutral,352,352,116,1460,2024-01-22 23:52:36,image,es,agency high hair hour idea exactly wrong moment another control subject drop grow goal power thousand ahead support draw heavy likely along type table religious successful wind chance subject beyond knowledge experience eight say entire worry
6248fbb6-d8a0-493d-9786-b6e55020b851,"Since help fine it. Brother song feeling city at. Republican rather protect direction.
Door forward manage wish tell hair feel city. Throughout son film. Chance trip just impact tell give modern.
Alone cause style project able beautiful. Doctor teach know figure.",Neutral,717,150,103,9727,2024-08-27 17:15:01,image,es,since help fine brother song feeling city republican rather protect direction door forward manage wish tell hair feel city throughout son film chance trip impact tell give modern alone cause style project able beautiful doctor teach know figure
a06098e8-f62c-4f34-96a6-981748a0a921,"What way call our under. Claim short share rather today leg.
Happy go PM memory ever later. Through own continue wide.
Involve appear like interest everyone that white. Memory property home meet head blue.",Negative,65,65,147,4648,2024-06-28 17:06:55,text,zh,way call claim short share rather today leg happy go pm memory ever later continue wide involve appear like interest everyone white memory property home meet head blue
